RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3,Sequence_length,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,N_penalty,O_penalty,D_penalty
NZ_CP016022,"Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Ralstonia","(3920632.0, 3921238.0)",,,,3921238,False,"(3799230, 3799730)",3799480,,,,,,,,,,,,,,,,,[0.0],200,[63630]
NZ_CP008953,"Amycolatopsis japonica strain MG417-CF17, complete genome.","Bacteria, Actinobacteria, Pseudonocardiales, Pseudonocardiaceae, Amycolatopsis","(1636.0, 2534.0)",,,,8961318,False,"(8784136, 8784636)",8784386,"(7184244, 7184744)",7184494.0,,,,,,,,,,,,,,,"[0.0, 0.0]",200,"[1090, 302510]"
NZ_CP022464,"[Clostridium] bolteae strain ATCC BAA-613 chromosome, complete genome.","Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae","(6569730.0, 6570176.0)","(1372.0, 1651.0)",,,6570176,False,"(3730, 4230)",3980,,,,,,,,,,,,,,,,,[0.0],0,[79590]
NC_004347,Shewanella oneidensis MR-1,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(6419.0, 6872.0)",,,,4969811,False,"(18891, 19391)",19141,,,,,,,,,,,,,,,,,[0.0],0,[382720]
NZ_CP017466,"Staphylococcus nepalensis strain JS11 chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2941527.0, 359.0)","(1728.0, 1969.0)",,,2941886,False,"(24333, 24833)",24583,,,,,,,,,,,,,,,,,[0.0],0,[489280]
NZ_CP024963,"Entomoplasma luminosum strain PIMN-1 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(199658.0, 199973.0)",,,,1031560,True,"(1031281, 220)",1031531,"(602201, 602701)",602451.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[471900, 620]"
NZ_CP024965,"Entomoplasma somnilux strain PYAN-1 chromosome, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Entomoplasmataceae, Entomoplasma","(868109.0, 868413.0)",,,,868413,False,"(868162, 250)",0,,,,,,,,,,,,,,,,,[0.0],200,[10]
NZ_CP009533,"Pseudomonas rhizosphaerae strain DSM 16299, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(3633996.0, 3634621.0)",,,,4688635,False,"(4688545, 411)",161,,,,,,,,,,,,,,,,,[0.0],0,[1750]
NC_008358,Hyphomonas neptunium ATCC 15444,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Hyphomonas","(3704938.0, 257.0)",,,,3705021,False,"(3623767, 3624267)",3624017,"(1692958, 1693458)",1693208.0,"(937551, 938051)",937801.0,"(47131, 47631)",47381.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[178490, 26330, 8970, 45400]"
NC_004757,Nitrosomonas europaea ATCC 19718,"Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosomonas","(1591.0, 1790.0)",,,,2812094,False,"(2808662, 2809162)",2808912,,,,,,,,,,,,,,,,,[0.0],300,[230]
NZ_CP011104,"Photorhabdus temperata subsp. thracensis strain DSM 15199, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Photorhabdus","(1918091.0, 1918470.0)",,,,5147098,False,"(1920262, 1920762)",1920512,"(1274261, 1274761)",1274511.0,"(3436156, 3436656)",3436406.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[220420, 70240, 63590]"
NZ_CP014322,"Alteromonas addita strain R10SW13, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Alteromonadaceae, Alteromonas","(4648696.0, 154.0)",,,,4649146,False,"(5831, 6331)",6081,,,,,,,,,,,,,,,,,[0.0],0,[372320]
NC_004917,Helicobacter hepaticus ATCC 51449,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1081990.0, 1082088.0)",,,,1799146,False,"(1106495, 1106995)",1106745,,,,,,,,,,,,,,,,,[0.0],0,[47260]
NC_006510,Geobacillus kaustophilus HTA426,"Bacteria, Firmicutes, Bacillales, Bacillaceae, Geobacillus","(3544386.0, 87.0)","(1441.0, 1612.0)",,,3544776,False,"(3540302, 3540802)",3540552,,,,,,,,,,,,,,,,,[0.0],0,[82220]
NC_007204,Psychrobacter arcticus 273-4,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(2650553.0, 519.0)",,,,2650701,False,"(2649764, 2650264)",2650014,"(706629, 707129)",706879.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[15510, 302900]"
NZ_CP022272,"Shewanella marisflavi strain EP1 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4321122.0, 111.0)",,,,4321452,False,"(4317407, 4317907)",4317657,,,,,,,,,,,,,,,,,[0.0],0,[117070]
NZ_CP019650,"Microbulbifer agarilyticus strain GP101, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Cellvibrionales, Microbulbiferaceae, Microbulbifer","(4245945.0, 4246673.0)",,,,4255625,False,"(4239996, 4240496)",4240246,,,,,,,,,,,,,,,,,[0.0],0,[128080]
NZ_CP014945,"Psychrobacter alimentarius strain PAMC 27889 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(3332013.0, 99.0)",,,,3332539,False,"(3331105, 3331605)",3331355,,,,,,,,,,,,,,,,,[0.0],200,[3690]
NC_007530,Bacillus anthracis str. 'Ames Ancestor',"Bacteria, Firmicutes, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group","(5227262.0, 406.0)","(1748.0, 1925.0)",,,5227419,False,"(5222556, 5223056)",5222806,,,,,,,,,,,,,,,,,[0.0],0,[92070]
NZ_CP010899,"Spiroplasma kunkelii CR2-3x, complete genome.","Bacteria, Tenericutes, Mollicutes, Entomoplasmatales, Spiroplasmataceae, Spiroplasma","(1411.0, 1580.0)",,,,1463926,True,"(906466, 906966)",906716,"(504764, 505264)",505014.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[509110, 161980]"
NC_003869,Thermoanaerobacter tengcongensis MB4,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacteriales, Thermoanaerobacteriaceae, Thermoanaerobacter","(2689326.0, 364.0)","(1697.0, 1933.0)",,,2689445,False,"(2147, 2647)",2397,,,,,,,,,,,,,,,,,[0.0],0,[50080]
NC_005090,Wolinella succinogenes DSM 1740,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Wolinella","(2110228.0, 2110355.0)",,,,2110355,False,"(4146, 4646)",4396,,,,,,,,,,,,,,,,,[0.0],0,[75050]
NZ_CP017305,"Chlorobaculum limnaeum strain DSM 1677, complete genome.","Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobaculum","(2796994.0, 2797276.0)","(2795105.0, 2795511.0)",,,2797276,False,"(2795422, 2795922)",2795672,,,,,,,,,,,,,,,,,[0.0],0,[77560]
NC_014814,Mycobacterium gilvum Spyr1 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium","(5547386.0, 237.0)","(1717.0, 2281.0)",,,5547747,False,"(7967, 8467)",8217,"(968295, 968795)",968545.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[205320, 13630]"
NZ_CP015064,"Mesorhizobium ciceri biovar biserrulae strain WSM1284 chromosome, complete genome.","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium","(736074.0, 736926.0)",,,,6326813,False,"(623740, 624240)",623990,,,,,,,,,,,,,,,,,[0.0],200,[5440]
NZ_CP013235,"Collimonas arenae strain Ter282, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Collimonas","(4613665.0, 4614533.0)",,,,4709377,False,"(4677736, 4678236)",4677986,,,,,,,,,,,,,,,,,[0.0],0,[226080]
NZ_CP013236,"Collimonas pratensis strain Ter291, complete genome.","Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Collimonas","(5474347.0, 5475163.0)",,,,5585899,False,"(5532999, 5533499)",5533249,"(4558535, 4559035)",4558785.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[545960, 21540]"
NC_007794,Novosphingobium aromaticivorans DSM 12444,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium","(119513.0, 119849.0)",,,,3561584,False,"(94544, 95044)",94794,"(1241734, 1242234)",1241984.0,"(852682, 853182)",852932.0,"(503449, 503949)",503699.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[8420, 62830, 42320, 54070]"
NZ_CP018622,"Virgibacillus pantothenticus strain 21D chromosome, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Virgibacillus","(1555788.0, 1556793.0)","(1554090.0, 1554446.0)",,,4263520,False,"(1549798, 1550298)",1550048,"(4259130, 4259630)",4259380.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[119210, 82540]"
NC_012039,Campylobacter lari RM2100,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Campylobacter","(1525338.0, 1525460.0)",,,,1525460,False,"(1524084, 1524584)",1524334,,,,,,,,,,,,,,,,,[0.0],0,[22530]
NC_007164,Corynebacterium jeikeium K411,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Corynebacteriaceae, Corynebacterium","(2461793.0, 2462499.0)","(1753.0, 2368.0)",,,2462499,False,"(15497, 15997)",15747,,,,,,,,,,,,,,,,,[0.0],0,[372900]
NZ_LT906460,"Staphylococcus simiae strain NCTC13838 genome assembly, chromosome: 1.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus","(2643281.0, 2643976.0)","(1363.0, 1635.0)",,,2643976,False,"(19215, 19715)",19465,,,,,,,,,,,,,,,,,[0.0],0,[389230]
NC_011295,Coprothermobacter proteolyticus DSM 5265,"Bacteria, Firmicutes, Clostridia, Thermoanaerobacterales, Thermodesulfobiaceae, Coprothermobacter","(59256.0, 59534.0)",,,,1424912,False,"(31021, 31521)",31271,,,,,,,,,,,,,,,,,[0.0],0,[590730]
NC_011297,Dictyoglomus thermophilum H-6-12,"Bacteria, Dictyoglomi, Dictyoglomales, Dictyoglomaceae, Dictyoglomus","(1531.0, 2147.0)",,,,1959987,False,"(1959730, 242)",1959980,,,,,,,,,,,,,,,,,[0.0],0,[1420]
NC_011959,Thermomicrobium roseum DSM 5159,"Bacteria, Chloroflexi, Thermomicrobiales, Thermomicrobiaceae, Thermomicrobium","(1777527.0, 1778076.0)",,,,2003006,False,"(394, 894)",644,"(1584103, 1584603)",1584353.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[8340, 64140]"
NC_011978,Thermotoga neapolitana DSM 4359,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(539224.0, 539439.0)",,,,1884562,False,"(564480, 564980)",564730,"(1857128, 1857628)",1857378.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[269830, 491390]"
NC_007614,Nitrosospira multiformis ATCC 25196 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosospira","(1500.0, 1718.0)",,,,3184243,False,"(3168516, 3169016)",3168766,,,,,,,,,,,,,,,,,[0.0],0,[314130]
NC_009092,Shewanella loihica PV-4,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4602263.0, 110.0)",,,,4602594,False,"(4586267, 4586767)",4586517,,,,,,,,,,,,,,,,,[0.0],0,[63900]
NC_010175,Chloroflexus aurantiacus J-10-fl,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Chloroflexus","(5258006.0, 335.0)",,,,5258541,False,"(5255774, 5256274)",5256024,"(4806546, 4807046)",4806796.0,,,,,,,,,,,,,,,"[0.0, 0.0]",200,"[49770, 70630]"
NC_011060,Pelodictyon phaeoclathratiforme BU-1,"Bacteria, Chlorobi, Chlorobia, Chlorobiales, Chlorobiaceae, Chlorobium/Pelodictyon group, Pelodictyon","(3017767.0, 3018238.0)","(1465.0, 1745.0)",,,3018238,False,"(513929, 514429)",514179,"(780447, 780947)",780697.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[170580, 5620]"
NC_008700,Shewanella amazonensis SB2B,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4305767.0, 69.0)",,,,4306142,False,"(1776, 2276)",2026,,,,,,,,,,,,,,,,,[0.0],0,[27050]
NC_007575,Sulfurimonas denitrificans DSM 1251 chromosome,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Sulfurimonas","(2201475.0, 14.0)","(1323.0, 1489.0)",,,2201561,True,"(2199918, 2200418)",2200168,"(1052787, 1053287)",1053037.0,"(243163, 243663)",243413.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[27870, 181260, 320930]"
NC_008278,Frankia alni ACN14a,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Frankiaceae, Frankia","(2029.0, 2855.0)",,,,7497934,False,"(23862, 24362)",24112,"(3201339, 3201839)",3201589.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[223530, 394150]"
NC_011831,Chloroflexus aggregans DSM 9485,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Chloroflexus","(4684690.0, 207.0)",,,,4684931,False,"(4682441, 4682941)",4682691,,,,,,,,,,,,,,,,,[0.0],0,[47670]
NC_009483,Geobacter uraniumreducens Rf4,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(5136128.0, 45.0)","(1396.0, 1610.0)",,,5136364,False,"(5136116, 253)",3,"(968036, 968536)",968286.0,,,,,,,,,,,,,,,"[0.0, 0.0]",200,"[165040, 150]"
NC_008578,Acidothermus cellulolyticus 11B,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Acidothermaceae, Acidothermus","(2443053.0, 74.0)","(1518.0, 1920.0)",,,2443540,False,"(12636, 13136)",12886,,,,,,,,,,,,,,,,,[0.0],0,[77960]
NC_009437,Caldicellulosiruptor saccharolyticus DSM 8903,"Bacteria, Firmicutes, Clostridia, Clostridiales, Syntrophomonadaceae, Caldicellulosiruptor","(2970163.0, 641.0)","(2007.0, 2226.0)",,,2970275,False,"(19, 519)",269,,,,,,,,,,,,,,,,,[0.0],200,[2070]
NZ_FO704550,"Xenorhabdus doucetiae str. FRM16 chromosome, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(52454.0, 52828.0)",,,,4195202,False,"(54188, 54688)",54438,,,,,,,,,,,,,,,,,[0.0],0,[76400]
NZ_CP016176,"Xenorhabdus hominickii strain ANU1, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Xenorhabdus","(3345259.0, 3345633.0)",,,,4522699,False,"(3343639, 3344139)",3343889,,,,,,,,,,,,,,,,,[0.0],300,[8380]
NC_008709,Psychromonas ingrahamii 37,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Psychromonadaceae, Psychromonas","(4558259.0, 4558630.0)",,,,4559598,False,"(4559380, 283)",33,,,,,,,,,,,,,,,,,[0.0],0,[460]
NC_010001,Clostridium phytofermentans ISDg,"Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium","(4846882.0, 74.0)",,,,4847594,False,"(9624, 10124)",9874,,,,,,,,,,,,,,,,,[0.0],0,[197180]
NC_009767,Roseiflexus castenholzii DSM 13941,"Bacteria, Chloroflexi, Chloroflexales, Chloroflexaceae, Roseiflexus","(5723226.0, 369.0)",,,,5723298,False,"(456609, 457109)",456859,,,,,,,,,,,,,,,,,[0.0],0,[373600]
NC_008027,Pseudomonas entomophila L48,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5888750.0, 551.0)",,,,5888780,False,"(37010, 37510)",37260,"(5888294, 13)",5888544.0,"(563650, 564150)",563900.0,"(3861339, 3861839)",3861589.0,"(1068083, 1068583)",1068333.0,,,,,,,,,"[0.0, 0.0, 0.0, 0.0, 0.0]",0,"[539360, 229770, 210540, 210280, 48970]"
NZ_CP008876,"Terribacillus aidingensis strain MP602, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Terribacillus","(2233511.0, 2234117.0)","(2231973.0, 2232160.0)",,,3488643,False,"(22, 522)",272,"(2238159, 2238659)",2238409.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[97670, 5400]"
NZ_CP011381,"Moraxella bovoculi strain 58086, complete genome.","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Moraxella","(2120159.0, 485.0)",,,,2138650,False,"(2138628, 479)",229,,,,,,,,,,,,,,,,,[0.0],0,[3960]
NC_009486,Thermotoga petrophila RKU-1,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Thermotoga","(786686.0, 787242.0)",,,,1823511,False,"(811760, 812260)",812010,"(1545588, 1546088)",1545838.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[481120, 573100]"
NC_009719,Parvibaculum lavamentivorans DS-1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Parvibaculum","(1388180.0, 1388749.0)",,,,3914745,True,"(574407, 574907)",574657,"(926232, 926732)",926482.0,"(1298833, 1299333)",1299083.0,"(181500, 182000)",181750.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[62700, 98520, 375330, 75830]"
NC_010003,Petrotoga mobilis SJ95,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Petrotoga","(1423266.0, 1426194.0)",,,,2169548,True,"(613459, 613959)",613709,"(1999649, 2000149)",1999899.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[158440, 258900]"
NC_011146,Geobacter bemidjiensis Bem,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Geobacteraceae, Geobacter","(4615044.0, 165.0)","(1543.0, 1756.0)",,,4615150,False,"(4608957, 4609457)",4609207,"(3301813, 3302313)",3302063.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[500010, 121550]"
NC_009142,Saccharopolyspora erythraea NRRL 2338,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Pseudonocardiaceae, Saccharopolyspora","(1780.0, 3030.0)",,,,8212805,False,"(8029671, 8030171)",8029921,,,,,,,,,,,,,,,,,[0.0],0,[16940]
NC_013892,Xenorhabdus bovienii SS-2004,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Xenorhabdus","(36292.0, 36665.0)",,,,4225498,True,"(1171100, 1171600)",1171350,"(1837792, 1838292)",1838042.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[67250, 594820]"
NZ_CP011366,"Salinicoccus halodurans strain H3B36, complete genome.","Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Salinicoccus","(36750.0, 36915.0)","(34946.0, 35417.0)",,,2778379,True,"(2758694, 2759194)",2758944,"(19885, 20385)",20135.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[268470, 522900]"
NZ_CP009922,"Streptomyces xiamenensis strain 318, complete genome.","Bacteria, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces","(2911120.0, 2911927.0)",,,,5961402,False,"(5961005, 102)",5961255,"(1675865, 1676365)",1676115.0,"(2908962, 2909462)",2909212.0,"(1123348, 1123848)",1123598.0,,,,,,,,,,,"[0.0, 0.0, 0.0, 0.0]",0,"[374530, 2330, 14810, 39140]"
NC_008571,Gramella forsetii KT0803,"Bacteria, Bacteroidetes, Flavobacteria, Flavobacteriales, Flavobacteriaceae, Gramella","(3460597.0, 3460635.0)","(3458688.0, 3458724.0)",,,3798465,False,"(3475662, 3476162)",3475912,,,,,,,,,,,,,,,,,[0.0],0,[297160]
NC_010725,Methylobacterium populi BJ001,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium","(465.0, 1160.0)",,,,5800441,False,"(4135371, 4135871)",4135621,"(1512554, 1513054)",1512804.0,"(2805034, 2805534)",2805284.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[7460, 181370, 564490]"
NC_015564,Amycolicicoccus subflavus DQS3-9A1 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Amycolicicoccus","(4677373.0, 4677889.0)",,,,4738809,False,"(2715, 3215)",2965,,,,,,,,,,,,,,,,,[0.0],0,[13840]
NC_016751,Marinitoga piezophila KA3 chromosome,"Bacteria, Thermotogae, Thermotogales, Thermotogaceae, Marinitoga","(1228560.0, 1229785.0)",,,,2231407,False,"(229514, 230014)",229764,,,,,,,,,,,,,,,,,[0.0],0,[493440]
NC_009505,Brucella ovis ATCC 25840 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1997673.0, 1998123.0)",,,,2111370,False,"(1994541, 1995041)",1994791,"(1604799, 1605299)",1605049.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[55190, 52620]"
NC_010644,Elusimicrobium minutum Pei191,"Bacteria, candidate division TG1, Elusimicrobium","(1915.0, 2085.0)",,,,1643562,False,"(1640941, 1641441)",1641191,"(1061921, 1062421)",1062171.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[536190, 47430]"
NC_013093,Actinosynnema mirum DSM 43827,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Actinosynnemataceae, Actinosynnema","(1832.0, 2627.0)",,,,8248144,True,"(484627, 485127)",484877,"(1241422, 1241922)",1241672.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[27770, 15040]"
NC_013172,Brachybacterium faecium DSM 4810,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Dermabacteraceae, Brachybacterium","(3605431.0, 3608166.0)",,,,3614992,True,"(382160, 382660)",382410,"(1745571, 1746071)",1745821.0,"(822665, 823165)",822915.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[407400, 144370, 193800]"
NC_014151,Cellulomonas flavigena DSM 20109 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Cellulomonadaceae, Cellulomonas","(4122714.0, 67.0)","(1673.0, 2425.0)",,,4123179,False,"(7435, 7935)",7685,"(2964032, 2964532)",2964282.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[584700, 195100]"
NC_013521,Sanguibacter keddieii DSM 10542 chromosome,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Sanguibacteraceae, Sanguibacter","(1610.0, 2336.0)",,,,4253413,True,"(2130217, 2130717)",2130467,"(1351720, 1352220)",1351970.0,"(3785104, 3785604)",3785354.0,,,,,,,,,,,,,"[0.0, 0.0, 0.0]",0,"[57060, 55230, 54290]"
NC_013510,Thermomonospora curvata DSM 43183,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Streptosporangineae, Thermomonosporaceae, Thermomonospora","(5638354.0, 60.0)","(2227.0, 2866.0)",,,5639016,True,"(5153, 5653)",5403,"(3337325, 3337825)",3337575.0,,,,,,,,,,,,,,,"[0.0, 0.0]",0,"[154050, 3390]"
NC_012669,Beutenbergia cavernae DSM 12333,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Micrococcineae, Beutenbergiaceae, Beutenbergia","(4668956.0, 321.0)","(1792.0, 2330.0)",,,4669183,False,"(4667556, 4668056)",4667806,,,,,,,,,,,,,,,,,[0.0],0,[11090]
NC_013037,Dyadobacter fermentans DSM 18053,"Bacteria, Bacteroidetes, Sphingobacteria, Sphingobacteriales, Flexibacteraceae, Dyadobacter","(4633502.0, 4633959.0)",,,,6967790,False,"(4610388, 4610888)",4610638,,,,,,,,,,,,,,,,,[0.0],0,[500980]
NC_013159,Saccharomonospora viridis DSM 43017,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Pseudonocardineae, Pseudonocardiaceae, Saccharomonospora","(1893.0, 2761.0)",,,,4308349,False,"(4307029, 4307529)",4307279,,,,,,,,,,,,,,,,,[0.0],0,[19410]
NZ_LN849456,"Devriesea agamarum genome assembly S2_rcS3_S1_rcS3, chromosome : I.","Bacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Devriesea","(2005518.0, 2006177.0)","(2003444.0, 2003888.0)",,,2958880,False,"(2009755, 2010255)",2010005,,,,,,,,,,,,,,,,,[0.0],0,[165590]
