RefSeq,Organism,Sequence_length,Penalties,False_order,oriC_edges_0,oriC_middles_0,oriC_edges_1,oriC_middles_1,oriC_edges_2,oriC_middles_2,oriC_edges_3,oriC_middles_3,oriC_edges_4,oriC_middles_4,oriC_edges_5,oriC_middles_5,oriC_edges_6,oriC_middles_6,oriC_edges_7,oriC_middles_7,oriC_edges_8,oriC_middles_8,oriC_edges_9,oriC_middles_9
NZ_CP043575.1,"Comamonas koreensis strain T50-37 chromosome, complete genome",5217190,"([0.0, 0.0, 0.0], 0, [69040, 96610, 237910])",True,"(5211825, 5212325)",5212075,"(543886, 544386)",544136,"(4292002, 4292502)",4292252,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP075371.1,"Nocardioides aquaticus strain KCTC 9944 chromosome, complete genome",4580814,"([0.0, 0.0, 0.0, 0.0], 0, [258980, 26010, 17010, 76370])",True,"(2759368, 2759868)",2759618,"(3997439, 3997939)",3997689,"(4424324, 4424824)",4424574,"(2197597, 2198097)",2197847,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013187.1,"Pseudoalteromonas phenolica strain KCTC 12086 chromosome I, complete sequence",3845520,"([0.0], 0, [5550])",False,"(3845019, 3845519)",3845269,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009249.1,"Corynebacterium phocae strain M408/89/1 chromosome, complete genome",2779609,"([0.0], 0, [87440])",False,"(2771775, 2772275)",2772025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011311.1,"Corynebacterium camporealensis strain DSM 44610 chromosome, complete genome",2451810,"([0.0, 0.0], 0, [152240, 8340])",False,"(52972, 53472)",53222,"(1126144, 1126644)",1126394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010827.1,"Corynebacterium singulare strain IBS B52218 chromosome, complete genome",2830519,"([0.0, 0.0], 0, [111650, 295450])",False,"(2829958, 2830458)",2830208,"(2085323, 2085823)",2085573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013652.1,"Paenibacillus naphthalenovorans strain 32O-Y chromosome, complete genome",5200139,"([0.0], 0, [84220])",False,"(4275525, 4276025)",4275775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP061344.1,"Microbacterium hominis strain 01094 chromosome, complete genome",3475666,"([0.0, 0.0, 0.0], 0, [121350, 17590, 196950])",False,"(579381, 579881)",579631,"(7244, 7744)",7494,"(3341522, 3342022)",3341772,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034412.1,"Glutamicibacter creatinolyticus strain LGCM 259 chromosome, complete genome",3309128,"([0.0], 0, [42580])",False,"(14238, 14738)",14488,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046925.1,"Wolbachia endosymbiont of Drosophila melanogaster isolate wMel chromosome, complete genome",1267783,"([0.0, 0.0, 0.0], 0, [390430, 104910, 100130])",True,"(840449, 840949)",840699,"(115004, 115504)",115254,"(687575, 688075)",687825,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP080624.1,"Acidiferrobacter thiooxydans strain ZJ chromosome, complete genome",3302271,"([0.0], 300, [510710])",False,"(3243943, 3244443)",3244193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022437.1,"Virgibacillus necropolis strain LMG 19488 chromosome, complete genome",4337422,"([0.0, 0.0], 0, [70850, 78390])",False,"(301302, 301802)",301552,"(4332155, 4332655)",4332405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017831.1,"Butyrivibrio hungatei strain MB2003 chromosome I, complete sequence",3143784,"([9.542640334068753e-05], 0, [196240])",False,"(9512, 10012)",9762,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022614.1,Mycobacterium parmense strain JCM 14742 chromosome,5952912,"([0.0, 0.0, 0.0], 0, [453100, 336900, 131070])",False,"(4202420, 4202920)",4202670,"(24126, 24626)",24376,"(5239244, 5239744)",5239494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011280.1,"Sneathia vaginalis strain SN35 chromosome, complete genome",1330224,"([0.0], 0, [327960])",False,"(41803, 42303)",42053,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_008340.1,"Alkalilimnicola ehrlichii MLHE-1, complete sequence",3275944,"([0.0, 0.0], 0, [53330, 47860])",False,"(3262849, 3263349)",3263099,"(2635396, 2635896)",2635646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014933.1,"Pediococcus claussenii strain TMW 2.53 chromosome, complete genome",1889038,"([0.0], 0, [13000])",False,"(841625, 842125)",841875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP019688.1,"Corynebacterium glaucum strain DSM 30827 chromosome, complete genome",2518659,"([0.0, 0.0, 0.0], 0, [95040, 599320, 545130])",False,"(2435600, 2436100)",2435850,"(684838, 685338)",685088,"(1136198, 1136698)",1136448,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP049945.1,"Streptomyces koyangensis strain SCSIO 5802 chromosome, complete genome",6861301,"([0.0, 0.0, 0.0], 0, [18250, 0, 40])",False,"(6859708, 6860208)",6859958,"(1255320, 1255820)",1255570,"(3399028, 3399528)",3399278,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009287.1,"Paenibacillus graminis strain DSM 15220 chromosome, complete genome",7166464,"([0.0], 0, [31780])",False,"(1026, 1526)",1276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009428.1,"Paenibacillus odorifer strain DSM 15391 chromosome, complete genome",6812473,"([0.0], 0, [26420])",False,"(1311, 1811)",1561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029206.1,"Actinobacillus porcitonsillarum strain 9953L55 chromosome, complete genome",2263191,"([0.0, 0.0], 0, [187800, 212870])",False,"(569956, 570456)",570206,"(2188543, 2189043)",2188793,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042968.1,"Bradyrhizobium paxllaeri strain LMTR 21 chromosome, complete genome",8377719,"([0.0], 0, [11970])",False,"(7243, 7743)",7493,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP016022.1,"Ralstonia insidiosa strain ATCC 49129 chromosome 1, complete sequence",3921238,"([0.0], 200, [63630])",False,"(3799230, 3799730)",3799480,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP018311.1,"Vibrio rotiferianus strain B64D1 chromosome 1, complete sequence",1951588,"([0.0], 300, [28200])",False,"(865948, 866448)",866198,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP008953.1,"Amycolatopsis japonica strain DSM 44213 chromosome, complete genome",8961318,"([0.0, 0.0], 200, [1090, 302510])",False,"(8784136, 8784636)",8784386,"(7184244, 7184744)",7184494,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022464.2,"Enterocloster bolteae strain ATCC BAA-613 chromosome, complete genome",6570176,"([0.0], 0, [79590])",False,"(3730, 4230)",3980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP070290.1,"Escherichia albertii strain Sample 167 chromosome, complete genome",4535317,"([0.0], 0, [474430])",False,"(4516929, 4517429)",4517179,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP089226.1,"Nocardia yamanashiensis strain FDAARGOS_1623 chromosome, complete genome",8468804,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [109570, 319030, 71320, 10, 63980])",True,"(1522942, 1523442)",1523192,"(3367750, 3368250)",3368000,"(4129316, 4129816)",4129566,"(7348092, 7348592)",7348342,"(8114441, 8114941)",8114691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004347.2,"Shewanella oneidensis MR-1, complete sequence",4969811,"([0.0], 0, [382720])",False,"(18891, 19391)",19141,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_AP022610.1,Mycolicibacterium madagascariense strain JCM 13574 chromosome,5712088,"([0.0, 0.0], 0, [14390, 86910])",False,"(3799, 4299)",4049,"(504072, 504572)",504322,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP061470.1,"Geobacillus zalihae strain SURF-189 chromosome, complete genome",3562720,"([0.0, 0.0], 0, [28470, 107360])",False,"(2699190, 2699690)",2699440,"(1176, 1676)",1426,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017466.1,"Staphylococcus nepalensis strain JS11 chromosome, complete genome",2941886,"([0.0], 0, [489280])",False,"(24333, 24833)",24583,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024963.1,"Williamsoniiplasma luminosum strain PIMN-1 chromosome, complete genome",1031560,"([0.0, 0.0], 0, [471900, 620])",True,"(1031281, 220)",1031531,"(602201, 602701)",602451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP050139.1,"Komagataeibacter rhaeticus strain ENS 9a1a chromosome, complete genome",3597563,"([0.0], 0, [26500])",False,"(1116, 1616)",1366,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP024965.1,"Williamsoniiplasma somnilux strain PYAN-1 chromosome, complete genome",868413,"([0.0], 200, [10])",False,"(868162, 250)",0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP064338.1,"Schlegelella thermodepolymerans strain DSM 15344 chromosome, complete genome",3858501,"([0.0, 0.0], 0, [22330, 511650])",False,"(3854094, 3854594)",3854344,"(462445, 462945)",462695,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP060711.1,"Thermomonas brevis strain KACC 16975 chromosome, complete genome",3435501,"([0.0], 0, [475750])",False,"(1835827, 1836327)",1836077,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009533.1,"Pseudomonas rhizosphaerae strain DSM 16299 chromosome, complete genome",4688635,"([0.0], 0, [1750])",False,"(4688545, 411)",161,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP059829.1,"Lactobacillus ultunensis strain Kx293C1 chromosome, complete genome",2181027,"([0.0], 0, [283610])",False,"(2166604, 2167104)",2166854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_008358.1,"Hyphomonas neptunium ATCC 15444, complete sequence",3705021,"([0.0, 0.0, 0.0, 0.0], 0, [178490, 26330, 8970, 45400])",False,"(3623767, 3624267)",3624017,"(1692958, 1693458)",1693208,"(937551, 938051)",937801,"(47131, 47631)",47381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004757.1,"Nitrosomonas europaea ATCC 19718, complete sequence",2812094,"([0.0], 300, [230])",False,"(2808662, 2809162)",2808912,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP011104.1,"Photorhabdus thracensis strain DSM 15199 chromosome, complete genome",5147098,"([0.0, 0.0, 0.0], 0, [220420, 70240, 63590])",False,"(1920262, 1920762)",1920512,"(1274261, 1274761)",1274511,"(3436156, 3436656)",3436406,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040586.1,"Furfurilactobacillus rossiae strain L1 chromosome, complete genome",2762250,"([0.0], 0, [1300])",False,"(2761920, 169)",2762170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP040508.1,"Rhodoluna limnophila strain 1B-Mac chromosome, complete genome",1424253,"([0.0, 0.0, 0.0], 0, [314190, 257800, 575220])",False,"(1410651, 1411151)",1410901,"(28050, 28550)",28300,"(200694, 201194)",200944,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014322.1,"Alteromonas stellipolaris strain R10SW13 chromosome, complete genome",4649146,"([0.0], 0, [372320])",False,"(5831, 6331)",6081,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_004917.1,"Helicobacter hepaticus ATCC 51449, complete sequence",1799146,"([0.0], 0, [47260])",False,"(1106495, 1106995)",1106745,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR025108.1,"Arsenophonus endosymbiont of Aleurodicus dispersus strain ARAD chromosome I, complete sequence",663125,"([0.0, 0.0, 0.0], 0, [282170, 372850, 566870])",True,"(348937, 349437)",349187,"(306485, 306985)",306735,"(532863, 533363)",533113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_006510.1,"Geobacillus kaustophilus HTA426, complete sequence",3544776,"([0.0], 0, [82220])",False,"(3540302, 3540802)",3540552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP027226.1,"Fastidiosipila sanguinis strain CCUG 47711 chromosome, complete genome",1785891,"([0.0], 200, [570])",False,"(1592625, 1593125)",1592875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP034157.1,"Cloacibacterium normanense strain NRS-1 chromosome, complete genome",2759562,"([0.0], 200, [127650])",False,"(2341584, 2342084)",2341834,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP046621.1,"Pseudomonas alkylphenolica strain Neo chromosome, complete genome",5612010,"([0.0], 0, [199880])",False,"(152633, 153133)",152883,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP043611.1,"Paenibacillus antarcticus strain KACC 11469 chromosome, complete genome",5415779,"([0.0, 0.0], 0, [176090, 38300])",False,"(937773, 938273)",938023,"(5406722, 5407222)",5406972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR699119.1,Aquicella siphonis strain SGT-108 chromosome 1,2411764,"([0.0], 0, [87800])",False,"(2409463, 2409963)",2409713,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP081502.1,"Streptococcus halichoeri strain Shali_VAS-CPH chromosome, complete genome",2026498,"([0.0], 0, [65410])",False,"(359557, 360057)",359807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LR884459.1,Psychrobacter arenosus isolate Psychrobacter arenosus R7 chromosome 1,3696886,"([0.0, 0.0], 0, [14880, 558220])",False,"(2022064, 2022564)",2022314,"(2668408, 2668908)",2668658,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015583.1,"Roseomonas gilardii strain U14-5 chromosome 1, complete sequence",4328147,"([0.0, 0.0, 0.0, 0.0], 0, [44350, 21300, 429520, 58560])",False,"(3557838, 3558338)",3558088,"(1662634, 1663134)",1662884,"(462464, 462964)",462714,"(4240455, 4240955)",4240705,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_007204.1,"Psychrobacter arcticus 273-4, complete sequence",2650701,"([0.0, 0.0], 0, [15510, 302900])",False,"(2649764, 2650264)",2650014,"(706629, 707129)",706879,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP022272.1,"Shewanella marisflavi strain EP1 chromosome, complete genome",4321452,"([0.0], 0, [117070])",False,"(4317407, 4317907)",4317657,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP019650.1,"Microbulbifer agarilyticus strain GP101 chromosome, complete genome",4255625,"([0.0], 0, [128080])",False,"(4239996, 4240496)",4240246,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029364.1,"Bacillus halotolerans strain ZB201702 chromosome, complete genome",4154245,"([0.0], 0, [93390])",False,"(2004342, 2004842)",2004592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP069053.1,"Wolbachia endosymbiont of Drosophila yakuba strain wYak isolate KB166 chromosome, complete genome",1394392,"([0.0, 0.0, 0.0, 0.0], 0, [374560, 83230, 207720, 216790])",False,"(1136379, 1136879)",1136629,"(1383854, 1384354)",1384104,"(217866, 218366)",218116,"(529849, 530349)",530099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP069060.1,"Wolbachia endosymbiont of Drosophila santomea strain wSan isolate KB161 chromosome, complete genome",1409094,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [374560, 589510, 444320, 207670, 430510])",True,"(1398555, 1399055)",1398805,"(1075100, 1075600)",1075350,"(529841, 530341)",530091,"(920725, 921225)",920975,"(700793, 701293)",701043,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP014945.1,"Psychrobacter alimentarius strain PAMC 27889 chromosome, complete genome",3332539,"([0.0], 200, [3690])",False,"(3331105, 3331605)",3331355,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_007530.2,"Bacillus anthracis str. 'Ames Ancestor', complete sequence",5227419,"([0.0], 0, [92070])",False,"(5222556, 5223056)",5222806,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP010899.1,"Spiroplasma kunkelii CR2-3x chromosome, complete genome",1463926,"([0.0, 0.0], 0, [509110, 161980])",True,"(906466, 906966)",906716,"(504764, 505264)",505014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_003869.1,"Caldanaerobacter subterraneus subsp. tengcongensis MB4, complete sequence",2689445,"([0.0], 0, [50080])",False,"(2147, 2647)",2397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_005090.1,"Wolinella succinogenes DSM 1740, complete sequence",2110355,"([0.0], 0, [75050])",False,"(4146, 4646)",4396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP009712.1,"Yersinia pseudotuberculosis IP 32953 strain IP32953 chromosome, complete genome",4743972,"([0.0], 0, [98780])",False,"(2893284, 2893784)",2893534,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP025333.1,"Brevibacterium aurantiacum strain SMQ-1419 chromosome, complete genome",4038634,"([0.0, 0.0, 0.0], 200, [365310, 7120, 20410])",False,"(31567, 32067)",31817,"(770852, 771352)",771102,"(1129814, 1130314)",1130064,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP031421.1,"Microbacterium oleivorans strain A9 chromosome, complete genome",2996750,"([0.0, 0.0, 0.0, 0.0, 0.0], 0, [422770, 117140, 25000, 52650, 443930])",True,"(833344, 833844)",833594,"(1944518, 1945018)",1944768,"(221574, 222074)",221824,"(1096878, 1097378)",1097128,"(539049, 539549)",539299,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP017305.1,"Chlorobaculum limnaeum strain DSM 1677 chromosome, complete genome",2797276,"([0.0], 0, [77560])",False,"(2795422, 2795922)",2795672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_014814.1,"Mycolicibacterium gilvum Spyr1, complete sequence",5547747,"([0.0, 0.0], 0, [205320, 13630])",False,"(7967, 8467)",8217,"(968295, 968795)",968545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP015064.1,"Mesorhizobium ciceri biovar biserrulae strain WSM1284 chromosome, complete genome",6326813,"([0.0], 200, [5440])",False,"(623740, 624240)",623990,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP012382.1,"Streptomyces ambofaciens ATCC 23877 chromosome, complete genome",8303940,"([0.0, 0.0, 0.0], 0, [106730, 40, 3910])",False,"(8302118, 8302618)",8302368,"(7524033, 7524533)",7524283,"(4029426, 4029926)",4029676,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013235.1,"Collimonas arenae strain Ter282 chromosome, complete genome",4709377,"([0.0], 0, [226080])",False,"(4677736, 4678236)",4677986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP013236.1,"Collimonas pratensis strain Ter291 chromosome, complete genome",5585899,"([0.0, 0.0], 0, [545960, 21540])",False,"(5532999, 5533499)",5533249,"(4558535, 4559035)",4558785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_007794.1,"Novosphingobium aromaticivorans DSM 12444, complete sequence",3561584,"([0.0, 0.0, 0.0, 0.0], 0, [8420, 62830, 42320, 54070])",False,"(94544, 95044)",94794,"(1241734, 1242234)",1241984,"(852682, 853182)",852932,"(503449, 503949)",503699,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP018622.1,"Virgibacillus dokdonensis strain 21D chromosome, complete genome",4263520,"([0.0, 0.0], 0, [119210, 82540])",False,"(1549798, 1550298)",1550048,"(4259130, 4259630)",4259380,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP029476.1,"Lactobacillus apis strain ESL0185 chromosome, complete genome",1683102,"([0.0], 0, [25270])",False,"(849, 1349)",1099,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP041364.1,"Schleiferilactobacillus harbinensis strain NSMJ42 chromosome, complete genome",3290626,"([0.0, 0.0], 0, [19310, 87590])",False,"(2569843, 2570343)",2570093,"(1422, 1922)",1672,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_012039.1,"Campylobacter lari RM2100, complete sequence",1525460,"([0.0], 0, [22530])",False,"(1524084, 1524584)",1524334,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_007164.1,"Corynebacterium jeikeium K411, complete sequence",2462499,"([0.0], 0, [372900])",False,"(15497, 15997)",15747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP083911.1,"Tepidimonas taiwanensis strain LMG 22826 chromosome, complete genome",2915587,"([0.0], 0, [10530])",False,"(2563894, 2564394)",2564144,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP042904.1,"Wolbachia endosymbiont of Drosophila ananassae strain W2.1 chromosome, complete genome",1401460,"([0.0, 0.0, 0.0, 0.0], 0, [514840, 87880, 517550, 299720])",True,"(1366746, 1367246)",1366996,"(1397018, 1397518)",1397268,"(580331, 580831)",580581,"(145986, 146486)",146236,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_LT906460.1,"Staphylococcus simiae strain NCTC13838 chromosome 1, complete sequence",2643976,"([0.0], 0, [389230])",False,"(19215, 19715)",19465,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011295.1,"Coprothermobacter proteolyticus DSM 5265, complete sequence",1424912,"([0.0], 0, [590730])",False,"(31021, 31521)",31271,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011297.1,"Dictyoglomus thermophilum H-6-12, complete sequence",1959987,"([0.0], 0, [1420])",False,"(1959730, 242)",1959980,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011959.1,"Thermomicrobium roseum DSM 5159, complete sequence",2003006,"([0.0, 0.0], 0, [8340, 64140])",False,"(394, 894)",644,"(1584103, 1584603)",1584353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NC_011978.1,"Thermotoga neapolitana DSM 4359, complete sequence",1884562,"([0.0, 0.0], 0, [269830, 491390])",False,"(564480, 564980)",564730,"(1857128, 1857628)",1857378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
NZ_CP021235.1,"Pontibacter actiniarum strain DSM 19842 chromosome, complete genome",4770770,"([0.0], 0, [577160])",False,"(4019860, 4020360)",4020110,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
